1 1 5279822 38.00 ? 24 3 3 6 2 5 ? 4 1 1 ? ? ? 68.00 7.80 ? ? 2 1 02205 00000 00000 2 
2 1 534857 37.8 56 16 1 1 2 1 2 1 1 2 1 ? 1 ? 44 68 1 1 1 2 00000 00000 00000 2 
2 1 534053 38.2 68 32 2 2 2 1 1 1 1 3 1 ? 1 1 43 65 ? ? 1 2 00000 00000 00000 2 
1 1 534833 38.5 120 60 4 3 6 2 ? 3 ? ? ? ? ? ? 54 ? ? ? 1 1 05400 00000 00000 2 
1 1 5278331 39.30 64 90 2 3 1 1 ? 3 1 1 2 ? ? ? 39.00 6.70 ? ? 1 1 21110 00000 00000 2 
1 1 527365 38.40 80 30 4 3 1 1 3 3 3 3 3 ? 4 5 32.00 6.10 3 4.30 1 1 07209 00000 00000 1 
1 1 533887 38.5 60 ? 1 1 ? 1 ? 1 1 ? ? ? ? ? 33 53 1 ? 1 1 04111 00000 00000 2 
1 1 5299603 38.30 60 16 3 1 1 1 2 1 1 2 2 3.00 1 4 30.00 6.00 1 3.00 1 1 31110 00000 00000 2 
1 1 528742 37.10 40 8 ? 1 4 1 3 3 1 1 1 ? 3 3 23.00 6.70 3 ? 1 1 03133 00000 00000 1 
2 9 5287279 ? 100 44 2 1 1 1 4 1 1 ? ? ? 1 ? 37.00 4.70 ? ? 1 2 07111 00000 00000 2 
1 1 534788 38.2 48 18 1 1 1 1 3 3 3 1 2 ? 4 ? 48 74 1 2 1 1 05111 00000 00000 2 
1 1 529373 ? 60 48 3 3 4 2 4 3 4 ? ? ? ? ? 58.00 7.60 ? ? 2 1 03205 00000 00000 2 
2 1 534163 37.9 88 24 1 1 2 1 2 2 1 ? ? ? 4 1 37 56 ? ? 1 2 00000 00000 00000 2 
2 1 533697 38.0 44 12 3 1 1 ? ? 1 2 ? ? ? 1 ? 42 64 ? ? 1 2 00000 00000 00000 2 
2 1 529628 38.50 60 20 1 1 5 2 2 2 1 2 1 ? 2 3 63.00 7.50 2 2.30 3 2 00300 00000 00000 1 
2 1 521399 38.50 96 36 3 3 ? 2 2 4 2 1 2 ? 4 5 70.00 8.50 ? ? 2 1 01400 00000 00000 1 
2 1 533885 38.3 60 20 1 1 1 2 1 3 1 ? ? ? 3 ? 34 66 ? ? 1 2 00000 00000 00000 2 
2 1 534157 38.5 60 40 3 1 2 1 2 1 2 ? ? ? 3 2 49 59 ? ? 1 2 00000 00000 00000 2 
1 1 528047 37.30 48 12 1 ? 3 1 3 1 3 2 1 ? 3 3 40.00 6.60 2 ? 1 1 03205 00000 00000 1 
1 1 528641 38.50 86 ? 1 1 3 1 4 4 3 2 1 ? 3 5 45.00 7.40 1 3.40 2 1 03209 00000 00000 1 
1 1 534073 37.5 48 40 ? ? ? ? ? ? ? 1 1 ? ? 5 41 55 3 2 3 1 02208 00000 00000 2 
2 1 529685 37.20 36 9 1 1 1 1 2 3 1 2 1 ? 4 1 35.00 5.70 ? ? 1 2 31110 00000 00000 2 
1 1 529528 39.20 ? 23 3 1 3 1 4 4 2 2 ? ? ? ? 36.00 6.60 1 3.00 1 1 03115 00000 00000 1 
2 1 528151 38.50 100 ? 3 3 5 2 4 3 4 2 1 ? 4 5 ? ? ? ? 3 2 04124 00000 00000 2 
1 1 535137 38.5 96 30 2 3 4 2 4 4 3 2 1 ? 3 5 50 65 ? ? 1 1 06111 03112 00000 2 
1 1 530297 ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? 45.00 8.70 ? ? 2 1 02208 00000 00000 2 
1 1 535338 37.8 88 80 3 3 5 2 ? 3 3 2 3 ? 4 5 64 89 ? ? 3 1 03205 00000 00000 2 
2 1 534478 37.5 44 10 3 1 1 1 3 1 2 2 ? ? 3 3 43 51 1 1 1 2 00000 00000 00000 2 
1 1 530401 37.90 68 20 ? 1 2 1 2 4 2 ? ? ? 1 5 45.00 4.00 3 2.80 2 1 05400 00000 00000 1 
1 1 529893 38.00 86 24 4 3 4 1 2 4 4 1 1 ? 4 5 45.00 5.50 1 10.10 2 1 03111 00000 00000 1 
1 9 5294369 38.90 120 30 1 3 2 2 3 3 3 3 1 3.00 ? ? 47.00 6.30 1 ? 1 2 02124 00000 00000 2 
1 1 528183 37.60 45 12 3 1 3 1 ? 2 2 2 1 ? 1 4 39.00 7.00 2 1.50 1 1 02112 00000 00000 1 
2 1 529183 38.60 56 32 2 1 1 1 1 1 1 2 ? ? 2 ? 40.00 7.00 2 2.10 1 2 00000 00000 00000 1 
1 1 529135 37.80 40 12 1 1 1 1 1 2 1 2 1 ? 1 2 38.00 7.00 ? ? 1 1 03111 00000 00000 2 
2 1 528977 ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? 1 2 00000 00000 00000 2 
1 1 5279441 38.00 76 18 ? ? ? 2 ? ? ? ? ? ? ? ? 71.00 11.00 ? ? 1 1 02209 00000 00000 1 
1 1 535240 38.1 40 36 1 2 2 1 2 2 ? ? ? ? ? ? ? ? ? ? 3 1 03112 00000 00000 2 
1 1 529736 ? 52 28 3 3 4 1 3 4 3 2 1 ? 4 4 37.00 8.10 ? ? 1 1 02111 00000 00000 2 
1 1 535029 39.2 88 58 4 4 ? 2 5 4 ? ? ? ? ? ? ? ? 2 2 3 2 03205 00000 00000 2 
1 1 535031 38.5 92 40 4 3 ? 1 2 4 3 ? ? ? 4 ? 46 67 2 2 1 1 02208 00000 00000 2 
1 1 528800 ? 112 13 4 4 4 1 2 3 1 2 1 4.50 4 4 60.00 6.30 3 ? 1 1 02205 00000 00000 1 
1 1 528178 37.70 66 12 1 1 3 1 3 3 2 2 ? ? 4 4 31.50 6.20 2 1.60 1 1 02208 00000 00000 1 
1 1 535392 38.8 50 14 1 1 1 1 3 1 1 1 1 ? 3 5 38 58 ? ? 1 1 03111 00000 00000 2 
2 1 528931 38.40 54 24 1 1 1 1 1 3 1 2 1 ? 3 2 49.00 7.20 1 8.00 1 2 03111 00000 00000 1 
1 1 528503 39.20 120 20 4 3 5 2 2 3 3 1 3 ? ? 4 60.00 8.80 3 ? 2 1 02205 00000 00000 2 
1 9 5289419 ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? 45.00 6.50 2 ? 1 1 09000 00000 00000 1 
1 1 535196 37.3 90 40 3 ? 6 2 5 4 3 2 2 ? 1 5 65 50 3 2 3 1 03205 00000 00000 2 
1 9 534597 38.5 120 70 ? ? ? ? ? 1 ? 2 ? ? 1 ? 35 54 1 1 1 1 04205 03111 02209 2 
1 1 534280 38.5 104 40 3 3 ? 1 4 3 4 ? ? ? ? ? ? ? ? ? 1 1 02124 00000 00000 2 
2 1 530028 39.50 92 28 3 3 6 1 5 4 1 ? 3 ? 4 ? 72.00 6.40 ? 3.60 2 2 03300 00000 00000 2 
1 1 5262543 38.50 30 18 ? ? ? ? ? ? ? ? ? ? ? ? 40.00 7.70 ? ? 1 1 02113 00000 00000 2 
1 1 530526 38.30 72 30 4 3 3 2 3 3 3 2 1 ? 3 5 43.00 7.00 2 3.90 1 1 03113 00000 00000 1 
2 1 528729 37.50 48 30 4 1 3 1 ? 2 1 1 1 ? 1 1 48.00 8.60 ? ? 1 2 00400 00000 00000 2 
1 1 528469 38.10 52 24 1 1 5 1 4 3 1 2 3 7.00 1 ? 54.00 7.50 2 2.60 2 1 02206 00000 00000 1 
2 1 528179 38.20 42 26 1 1 1 1 3 1 2 ? ? ? 1 ? 36.00 6.90 ? ? 1 2 03111 00000 00000 2 
2 1 533750 37.9 54 42 2 1 5 1 3 1 1 ? 1 ? ? 2 47 54 3 1 1 2 00000 00000 00000 2 
2 1 528702 36.10 88 ? 3 3 3 1 3 3 2 2 3 ? ? 4 45.00 7.00 3 4.80 3 1 02209 00000 00000 1 
1 1 534183 38.1 70 22 ? 1 ? 1 5 3 ? ? ? ? ? 5 36 65 ? ? 3 1 03205 00000 00000 2 
1 1 529160 38.00 90 30 4 3 4 2 5 4 4 ? ? ? 4 5 55.00 6.10 ? ? 2 1 03205 00000 00000 2 
1 1 529045 38.20 52 16 1 1 2 1 1 2 1 1 1 ? 1 ? 43.00 8.10 ? ? 1 2 00000 00000 00000 1 
1 1 530354 ? 36 32 1 1 4 1 5 3 3 2 3 4.00 ? 4 41.00 5.90 ? ? 2 1 02205 00000 00000 2 
1 1 5281091 38.40 92 20 1 ? ? 2 ? 3 3 ? ? ? 1 ? ? ? ? ? 1 1 02208 00000 00000 1 
1 9 5291409 38.20 124 88 1 3 2 1 2 3 4 ? ? ? ? ? 47.00 8.00 1 ? 1 1 09400 00000 00000 1 
2 1 528904 ? 96 ? 3 3 3 2 5 4 4 ? 1 ? 4 5 60.00 ? ? ? 2 1 41110 00000 00000 2 
1 1 530366 37.60 68 32 3 ? 3 1 4 2 4 2 2 6.50 1 5 47.00 7.20 1 ? 1 1 03209 00000 00000 2 
1 1 530170 38.10 88 24 3 3 4 1 5 4 3 2 1 ? 3 4 41.00 4.60 ? ? 2 1 02209 00000 00000 2 
1 1 527709 38.00 108 60 2 3 4 1 4 3 3 2 ? ? 3 4 ? ? 3 ? 1 1 02205 00000 00000 2 
2 1 528169 38.20 48 ? 2 ? 1 2 3 3 1 2 1 ? ? 2 34.00 6.60 ? ? 1 2 03111 00000 00000 2 
1 1 535043 39.3 100 51 4 4 6 1 2 4 1 1 3 2 ? 4 66 13 3 2 3 1 02113 00000 00000 2 
2 1 527940 36.60 42 18 3 3 2 1 1 4 1 1 1 ? ? 5 52.00 7.10 ? ? 2 1 05111 00000 00000 2 
1 9 5291719 38.80 124 36 3 1 2 1 2 3 4 1 1 ? 4 4 50.00 7.60 3 ? 2 1 02208 00000 00000 1 
2 1 530561 ? 112 24 3 3 4 2 5 4 2 ? ? ? 4 ? 40.00 5.30 3 2.60 1 2 00400 00000 00000 1 
1 1 533738 ? 80 ? 3 3 3 1 4 4 4 ? ? ? 4 5 43 70 ? ? 1 1 03111 00000 00000 2 
1 9 5294539 38.80 184 84 1 ? 1 1 4 1 3 ? ? ? 2 ? 33.00 3.30 ? ? 2 1 07111 00000 00000 2 
1 1 533871 37.5 72 ? 2 1 1 1 2 1 1 1 1 ? 1 ? 35 65 2 2 3 1 07209 00000 00000 2 
1 1 529812 38.70 96 28 3 3 4 1 ? 4 ? ? 3 7.50 ? ? 64.00 9.00 ? ? 2 1 02205 00000 00000 1 
2 1 534719 37.5 52 12 1 1 1 1 2 3 2 2 1 ? 3 5 36 61 1 1 1 2 00000 00000 00000 2 
1 1 527734 40.80 72 42 3 3 1 1 2 3 1 2 1 ? ? ? 54.00 7.40 3 ? 2 1 11400 00000 00000 1 
2 1 534933 38 40 25 ? 1 1 1 4 3 2 1 1 ? 4 ? 37 69 ? ? 1 2 00000 00000 00000 2 
2 1 529296 38.40 48 16 2 1 1 1 1 ? 2 2 1 ? ? 2 39.00 6.50 ? ? 1 2 03111 00000 00000 1 
2 9 5305629 38.60 88 28 ? ? ? ? ? ? ? ? ? ? ? ? 35.00 5.90 ? ? 1 2 00000 00000 00000 2 
1 1 528743 37.10 75 36 ? ? 3 2 4 4 2 2 3 5.00 4 4 48.00 7.40 3 3.20 2 1 12208 00000 00000 1 
1 1 530478 38.30 44 21 3 1 2 1 3 3 3 2 1 ? 1 5 44.00 6.50 2 4.40 1 1 02209 00000 00000 1 
2 1 528590 ? 56 68 3 1 1 1 3 3 1 2 1 ? 1 ? 40.00 6.00 ? ? 3 1 05206 00000 00000 2 
2 1 529865 38.60 68 20 2 1 3 1 3 3 2 1 1 ? 1 5 38.00 6.50 1 ? 1 2 05124 00000 00000 1 
2 1 527829 38.30 54 18 3 1 2 1 2 3 2 ? 3 5.40 ? 4 44.00 7.20 3 ? 1 2 02124 00000 00000 1 
1 1 534403 38.2 42 20 ? ? 1 1 ? 3 ? ? ? ? 3 ? 47 60 ? ? 1 2 00000 00000 00000 2 
1 1 527883 39.30 64 90 2 3 1 1 ? 3 1 1 2 6.50 1 5 39.00 6.70 ? ? 1 1 31110 00000 00000 2 
1 1 528570 37.50 60 50 3 3 1 1 3 3 2 2 2 3.50 3 4 35.00 6.50 ? ? 2 1 02209 00000 00000 2 
1 1 534626 37.7 80 ? 3 3 6 1 5 4 1 2 3 ? 3 1 50 55 3 2 1 1 04206 00000 00000 2 
1 1 529796 ? 100 30 3 3 4 2 5 4 4 3 3 ? 4 4 52.00 6.60 ? ? 1 1 02124 00000 00000 2 
1 1 528638 37.70 120 28 3 3 3 1 5 3 3 1 1 ? ? ? 65.00 7.00 3 ? 2 1 04205 00000 00000 1 
1 1 534624 ? 76 ? ? 3 ? ? ? 4 4 ? ? ? ? 5 ? ? ? ? 3 1 11124 00000 00000 2 
1 9 5297159 38.80 150 50 1 3 6 2 5 3 2 1 1 ? ? ? 50.00 6.20 ? ? 2 1 04207 00000 00000 2 
1 1 534787 38.0 36 16 3 1 1 1 4 2 2 3 3 2 3 ? 37 75 2 1 3 2 03111 00000 00000 2 
2 1 528620 36.90 50 40 2 3 3 1 1 3 2 3 1 7.00 ? ? 37.50 6.50 ? ? 1 2 03111 00000 00000 2 
2 1 528019 37.80 40 16 1 1 1 1 1 1 1 ? ? ? 1 1 37.00 6.80 ? ? 1 2 00000 00000 00000 2 
2 1 529172 38.20 56 40 4 3 1 1 2 4 3 2 2 7.50 ? ? 47.00 7.20 1 2.50 1 2 08300 00000 00000 1 
1 1 534644 38.6 48 12 ? ? 1 ? 1 1 ? ? ? ? ? ? 36 67 ? ? 1 2 00000 00000 00000 2 
2 1 530624 40.00 78 ? 3 3 5 1 2 3 1 1 1 ? 4 1 66.00 6.50 ? ? 2 1 08400 00000 00000 1 
1 1 527544 ? 70 16 3 4 5 2 2 3 2 2 1 ? 4 5 60.00 7.50 ? ? 2 1 01400 00000 00000 2 
1 1 527758 38.20 72 18 ? ? ? ? ? ? ? ? ? ? ? ? 35.00 6.40 ? ? 1 1 03124 00000 00000 2 
2 1 530439 38.50 54 ? 1 1 1 1 3 1 1 2 1 ? 1 ? 40.00 6.80 2 7.00 1 2 00000 00000 00000 1 
1 1 5283431 38.50 66 24 1 1 1 1 3 3 1 2 1 ? 4 5 40.00 6.70 1 ? 1 1 31110 00000 00000 1 
2 1 5275212 37.80 82 12 3 1 1 2 4 ? 3 1 3 ? ? ? 50.00 7.00 ? ? 3 1 02205 00000 00000 2
2 9 5305129 39.50 84 30 ? ? ? 1 ? ? ? ? ? ? ? ? 28.00 5.00 ? ? 1 2 00000 00000 00000 2
1 1 529428 ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? 1 1 02124 00000 00000 2
1 1 529126 38.00 50 36 ? 1 1 1 3 2 2 ? ? ? 3 ? 39.00 6.60 1 5.30 1 1 08400 00000 00000 1
2 1 535054 38.6 45 16 2 1 2 1 1 1 ? ? ? ? 1 1 43 58 ? ? 1 2 00000 00000 00000 2
1 1 528890 38.90 80 44 3 3 3 1 2 3 3 2 2 7.00 3 1 54.00 6.50 3 ? 2 1 07111 00000 00000 2
1 1 530034 37.00 66 20 1 3 2 1 4 3 3 1 ? ? 1 5 35.00 6.90 2 ? 2 1 31110 00000 00000 2
1 1 534004 ? 78 24 3 3 3 1 ? 3 ? 2 1 ? ? 4 43 62 ? 2 3 2 02209 00000 00000 2
2 1 533902 38.5 40 16 1 1 1 1 2 1 1 ? ? ? 3 2 37 67 ? ? 1 2 00000 00000 00000 2
1 1 533886 ? 120 70 4 ? 4 2 2 4 ? ? ? ? ? 5 55 65 ? ? 3 2 03205 00000 00000 2
2 1 527702 37.20 72 24 3 2 4 2 4 3 3 3 1 ? 4 4 44.00 ? 3 3.30 3 1 02208 00000 00000 1
1 1 529386 37.50 72 30 4 3 4 1 4 4 3 2 1 ? 3 5 60.00 6.80 ? ? 2 1 03205 00000 00000 2
1 1 530612 36.50 100 24 3 3 3 1 3 3 3 3 1 ? 4 4 50.00 6.00 3 3.40 1 1 02208 00000 00000 1
1 1 534618 37.2 40 20 ? ? ? ? ? ? ? ? ? ? 4 1 36 62 1 1 3 2 06112 00000 00000 2 
